timestamp,station_name,latitude,longitude,TMP,RH,UGRD,VGRD,PRES,WAVE_H,WAVE_DIR,WAVE_P,CURRENT_VEL,CURRENT_DIR,SST,APCP
2022-01-01 00:00:00,Bach Long Vi,20.13,107.73,293.25,83,-6.996957657115166,-3.878476961970697,102180.0,0.98,64,4.1,2.4,222,299.25,0.0
2022-01-01 03:00:00,Bach Long Vi,20.13,107.73,292.45,87,-6.369208995025844,-8.452225814667182,102380.0,1.1,57,4.2,1.5,225,299.25,0.0
2022-01-01 06:00:00,Bach Long Vi,20.13,107.73,292.04999999999995,84,-6.990483190640609,-7.496375441596498,102150.0,1.28,47,4.45,0.6,252,299.25,0.0
2022-01-01 09:00:00,Bach Long Vi,20.13,107.73,292.15,80,-5.81254305044779,-8.000279166596703,102080.0,1.36,42,4.65,0.6,288,299.25,0.0
2022-01-01 12:00:00,Bach Long Vi,20.13,107.73,292.34999999999997,80,-5.854869626411541,-9.015708605413309,102170.0,1.42,39,4.75,0.9,307,299.25,0.0
2022-01-01 15:00:00,Bach Long Vi,20.13,107.73,291.84999999999997,83,-5.703581005574034,-8.782744558761802,102260.0,1.46,38,4.9,0.9,349,299.25,0.0
2022-01-01 18:00:00,Bach Long Vi,20.13,107.73,291.54999999999995,82,-6.7631504039531105,-7.2525908743901075,102170.0,1.44,40,4.9,0.3,45,299.25,0.0
2022-01-01 21:00:00,Bach Long Vi,20.13,107.73,291.34999999999997,83,-7.1284691234682676,-5.981495812360852,102040.0,1.42,42,4.9,1.8,204,299.25,0.0
2022-01-02 00:00:00,Bach Long Vi,20.13,107.73,291.54999999999995,84,-7.617886406572058,-6.392165674105029,102160.0,1.52,44,5.05,3.2,214,299.25,0.0
2022-01-02 03:00:00,Bach Long Vi,20.13,107.73,291.34999999999997,81,-6.327429229468735,-6.785337120577859,102330.0,1.62,44,5.35,2.4,216,299.25,0.0
2022-01-02 06:00:00,Bach Long Vi,20.13,107.73,291.65,80,-6.519391121111256,-5.279298836029192,101990.0,1.5,44,5.3,0.6,236,299.25,0.0
2022-01-02 09:00:00,Bach Long Vi,20.13,107.73,292.15,80,-5.809689482536538,-3.490813618834811,101860.0,1.26,46,5.0,0.6,326,299.25,0.0
2022-01-02 12:00:00,Bach Long Vi,20.13,107.73,292.34999999999997,81,-3.0695452064162487,-4.224866526180281,101970.0,0.98,49,4.6,1.0,329,299.25,0.0
2022-01-02 15:00:00,Bach Long Vi,20.13,107.73,293.25,79,-4.791813060283757,-3.61089013891229,102060.0,0.86,54,4.25,1.5,353,299.25,0.0
2022-01-02 18:00:00,Bach Long Vi,20.13,107.73,293.34999999999997,80,-6.793791200608965,-3.612322858102549,101930.0,0.82,65,3.85,1.1,18,299.25,0.0
2022-01-02 21:00:00,Bach Long Vi,20.13,107.73,293.54999999999995,78,-6.603401470489421,-1.6464129006088495,101770.0,0.82,73,3.8,0.9,191,299.25,0.0
2022-01-03 00:00:00,Bach Long Vi,20.13,107.73,293.84999999999997,78,-7.215612043792256,-1.1428406751550204,101880.0,0.84,80,3.9,3.0,213,299.25,0.0
2022-01-03 03:00:00,Bach Long Vi,20.13,107.73,294.04999999999995,79,-6.166431839087556,-2.7454723407616513,101990.0,0.8,84,3.9,2.8,220,299.25,0.0
2022-01-03 06:00:00,Bach Long Vi,20.13,107.73,293.84999999999997,82,-6.092402346190813,-2.840933870590257,101720.0,0.78,82,3.85,1.2,231,299.25,0.0
2022-01-03 09:00:00,Bach Long Vi,20.13,107.73,293.95,82,-5.964793675816574,-3.039214178811966,101630.0,0.72,76,3.8,0.8,333,299.25,0.0
2022-01-03 12:00:00,Bach Long Vi,20.13,107.73,293.04999999999995,88,-2.7804313811462134,-4.122159041315346,101780.0,0.88,71,4.3,1.4,337,299.25,0.0
2022-01-03 15:00:00,Bach Long Vi,20.13,107.73,293.25,89,-2.7854129753083368,-3.319525920182238,101890.0,0.7,77,4.1,2.0,355,299.25,0.0
2022-01-03 18:00:00,Bach Long Vi,20.13,107.73,293.84999999999997,87,-4.811252243246881,-2.777777777777778,101750.0,0.66,87,4.1,2.1,15,299.25,0.0
2022-01-03 21:00:00,Bach Long Vi,20.13,107.73,293.75,88,-5.694444444444445,-3.4868415809056585e-16,101610.0,0.66,93,4.05,0.5,45,299.25,0.0
2022-01-04 00:00:00,Bach Long Vi,20.13,107.73,293.75,88,-4.599878676198078,0.3216548511534668,101730.0,0.6,95,4.0,2.0,207,299.25,0.0
2022-01-04 03:00:00,Bach Long Vi,20.13,107.73,293.95,88,-5.7071403719376015,-0.700748724579598,101830.0,0.66,95,4.4,2.7,217,299.25,0.0
2022-01-04 06:00:00,Bach Long Vi,20.13,107.73,293.75,87,-3.8064394068441705,-1.6947360128158344,101620.0,0.54,95,4.15,1.2,231,299.25,0.0
2022-01-04 09:00:00,Bach Long Vi,20.13,107.73,294.45,81,-3.707588993072329,-1.5737781564151303,101490.0,0.44,96,3.9,0.7,0,299.25,0.0
2022-01-04 12:00:00,Bach Long Vi,20.13,107.73,293.95,88,-4.804823646168213,-0.08386850871250173,101600.0,0.4,97,3.55,1.3,0,299.25,0.0
2022-01-04 15:00:00,Bach Long Vi,20.13,107.73,294.04999999999995,90,-5.585950579116233,2.033119740880364,101600.0,0.38,97,3.35,2.2,0,299.25,0.0
2022-01-04 18:00:00,Bach Long Vi,20.13,107.73,294.25,91,-4.090113264365267,0.7950374807356034,101530.0,0.36,98,3.35,2.5,21,299.25,0.0
2022-01-04 21:00:00,Bach Long Vi,20.13,107.73,293.84999999999997,92,-2.78661409173593,-2.0245936467851853,101420.0,0.32,101,3.45,1.5,45,299.25,0.0
2022-01-05 00:00:00,Bach Long Vi,20.13,107.73,293.75,92,-1.5014379153274138,-2.4028029391098733,101570.0,0.3,102,3.6,1.3,172,299.25,0.0
2022-01-05 03:00:00,Bach Long Vi,20.13,107.73,294.25,88,-1.5927956416730396,-1.115287515127034,101670.0,0.26,102,3.65,2.7,203,299.25,0.0
